127.0.0.1 - - [13/Mar/2016:16:05:29 +0800] "GET / HTTP/1.1" 200 11418
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0//wxb/images/copyright-pic-4.jpg HTTP/1.1" 200 4560
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/win.js HTTP/1.1" 200 42091
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/ZeroClipboard.min.js HTTP/1.1" 200 18963
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/jquery.bxslider.min.js HTTP/1.1" 200 19123
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/chart-tools.js HTTP/1.1" 200 4347
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/images/CS-bgs.png HTTP/1.1" 200 2310
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/app.js HTTP/1.1" 200 11958
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/script/echarts-plain.js HTTP/1.1" 200 439477
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/script/lhgdialog/lhgdialog.min.js HTTP/1.1" 200 14630
192.168.1.129 - - [13/Mar/2016:22:00:01 +0800] "GET /wxbsite4.0/wxb/fonts/fontawesome-webfont.woff?v=4.2.0 HTTP/1.1" 200 65452
192.168.1.129 - - [13/Mar/2016:22:00:02 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/default.css HTTP/1.1" 200 7774
192.168.1.129 - - [13/Mar/2016:22:00:03 +0800] "GET /wxbsite4.0/wxb/script/ZeroClipboard.swf?noCache=1457877602842 HTTP/1.1" 200 3933
192.168.1.129 - - [13/Mar/2016:22:00:03 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/icons/loading.gif HTTP/1.1" 200 6666
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/goods/list HTTP/1.1" 200 26208
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/imageFolder/20160312/89005249_1.jpg HTTP/1.1" 200 21245
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/imageFolder/20160312/43225075_1.jpg HTTP/1.1" 200 21245
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/imageFolder/20160312/01133499_1.jpg HTTP/1.1" 200 780831
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/imageFolder/20160312/18562244_1.jpg HTTP/1.1" 200 777835
192.168.1.129 - - [13/Mar/2016:22:01:54 +0800] "GET /wxbsite4.0/imageFolder/20160312/25329136_1.jpg HTTP/1.1" 200 845941
192.168.1.129 - - [13/Mar/2016:22:01:59 +0800] "GET /wxbsite4.0/goods/index/18562244 HTTP/1.1" 200 28229
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/wxb/css/jquery.fancybox.css HTTP/1.1" 200 4140
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/wxb/script/jquery-1.8.3.min.js HTTP/1.1" 200 93639
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/index/barcode?qtext=http://192.168.1.129:8080/wxbsite4.0/buy/0/MTg1NjIyNDQtMjAxNjgzNTI= HTTP/1.1" 200 28622
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/wxb/script/jquery.fancybox.pack.js HTTP/1.1" 200 22643
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/imageFolder/20160312/18562244_2.jpg HTTP/1.1" 200 777835
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/wxb/script/ZeroClipboard.js HTTP/1.1" 200 44471
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/index/barcode?qtext=http://192.168.1.129:8080/wxbsite4.0/spc/28/2/MTg1NjIyNDQtMjAxNjgzNTI= HTTP/1.1" 200 28668
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/wxb/images/overlay-icon.png HTTP/1.1" 200 514
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/index/barcode?qtext=http://192.168.1.129:8080/wxbsite4.0/wenan/show/15 HTTP/1.1" 200 27700
192.168.1.129 - - [13/Mar/2016:22:02:00 +0800] "GET /wxbsite4.0/imageFolder/20160312/18562244_3.jpg HTTP/1.1" 200 777835
192.168.1.129 - - [13/Mar/2016:22:02:02 +0800] "GET /wxbsite4.0/wxb/script/ZeroClipboard.swf?noCache=1457877722612 HTTP/1.1" 200 3933
192.168.1.129 - - [13/Mar/2016:22:02:29 +0800] "GET /wxbsite4.0/buy/0/MTg1NjIyNDQtMjAxNjgzNTI= HTTP/1.1" 200 14241
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /cfx2/wxb/images/tokenpng.png HTTP/1.1" 404 1007
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /wxbsite4.0/wxb/css/buy.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /wxbsite4.0/wxb/script/address.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /wxbsite4.0//imageFolder/20160312/18562244_1.jpg HTTP/1.1" 200 777835
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /wxbsite4.0/wxb/script/base_H5.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:02:30 +0800] "GET /wxbsite4.0/index/captcha HTTP/1.1" 200 1829
192.168.1.129 - - [13/Mar/2016:22:03:13 +0800] "GET /wxbsite4.0/buy/1/MTg1NjIyNDQtMjAxNjgzNTI= HTTP/1.1" 200 14241
192.168.1.129 - - [13/Mar/2016:22:03:13 +0800] "GET /cfx2/wxb/images/tokenpng.png HTTP/1.1" 404 1007
192.168.1.129 - - [13/Mar/2016:22:03:13 +0800] "GET /wxbsite4.0/index/captcha HTTP/1.1" 200 1746
192.168.1.129 - - [13/Mar/2016:22:06:50 +0800] "GET /wxbsite4.0/payoff/list HTTP/1.1" 200 14396
192.168.1.129 - - [13/Mar/2016:22:06:51 +0800] "GET /wxbsite4.0/wxb/css/bootstrap-datepicker.css HTTP/1.1" 200 17072
192.168.1.129 - - [13/Mar/2016:22:06:51 +0800] "GET /wxbsite4.0/wxb/script/bootstrap-datepicker.js HTTP/1.1" 200 42483
192.168.1.129 - - [13/Mar/2016:22:07:24 +0800] "GET /wxbsite4.0/payoff/log HTTP/1.1" 200 11513
192.168.1.129 - - [13/Mar/2016:22:07:24 +0800] "GET /wxbsite4.0/payoff/log HTTP/1.1" 200 11513
192.168.1.129 - - [13/Mar/2016:22:07:24 +0800] "GET /wxbsite4.0/payoff/log HTTP/1.1" 200 11513
192.168.1.129 - - [13/Mar/2016:22:07:47 +0800] "GET /wxbsite4.0/visit/link HTTP/1.1" 200 13363
192.168.1.129 - - [13/Mar/2016:22:07:47 +0800] "GET /wxbsite4.0/wxb/script/grid.js HTTP/1.1" 200 43683
192.168.1.129 - - [13/Mar/2016:22:07:48 +0800] "GET /wxbsite4.0/wxb/script/ZeroClipboard.swf?noCache=1457878068057 HTTP/1.1" 200 3933
192.168.1.129 - - [13/Mar/2016:22:07:53 +0800] "GET /wxbsite4.0/index/barcode?qtext=http://192.168.1.129:8080/wxbsite4.0/user/register/pthq HTTP/1.1" 200 29287
192.168.1.129 - - [13/Mar/2016:22:08:25 +0800] "GET /wxbsite4.0/reward/people HTTP/1.1" 200 12745
192.168.1.129 - - [13/Mar/2016:22:08:29 +0800] "GET /wxbsite4.0/corder/list HTTP/1.1" 200 16350
192.168.1.129 - - [13/Mar/2016:22:08:48 +0800] "GET /wxbsite4.0//muser/index HTTP/1.1" 200 30066
192.168.1.129 - - [13/Mar/2016:22:09:13 +0800] "GET /wxbsite4.0/report/goods HTTP/1.1" 200 17064
192.168.1.129 - - [13/Mar/2016:22:09:25 +0800] "GET /wxbsite4.0/report/channel HTTP/1.1" 200 13068
192.168.1.129 - - [13/Mar/2016:22:09:37 +0800] "GET /wxbsite4.0/report/goods HTTP/1.1" 200 17064
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/user/logout HTTP/1.1" 302 -
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/user/login HTTP/1.1" 200 22611
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/script/jquery.validate.min.js HTTP/1.1" 200 23024
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/script/additional-methods.min.js HTTP/1.1" 200 15192
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/newcss/index.css?v=1.0 HTTP/1.1" 200 10593
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/index/captcha HTTP/1.1" 200 1781
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/images/indexbanner1000_1.jpg HTTP/1.1" 200 145954
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/images/indexbanner1000_2.jpg HTTP/1.1" 200 256585
192.168.1.129 - - [13/Mar/2016:22:13:30 +0800] "GET /wxbsite4.0/wxb/images/indexbanner1000_3.jpg HTTP/1.1" 200 240005
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/img/index-icons.png HTTP/1.1" 200 8313
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/header_tel.png HTTP/1.1" 200 1203
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/header_qq.png HTTP/1.1" 200 1837
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/line.jpg HTTP/1.1" 200 642
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/img/login-wrap-bg.png HTTP/1.1" 200 1049
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/img/banner/3_bg.jpg HTTP/1.1" 404 5882
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/index_step.png HTTP/1.1" 200 48718
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_02.png HTTP/1.1" 200 5072
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_04.png HTTP/1.1" 200 7310
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_03.png HTTP/1.1" 200 23431
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_06.png HTTP/1.1" 200 10026
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_01.png HTTP/1.1" 200 4222
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_02.png HTTP/1.1" 200 3178
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_05.png HTTP/1.1" 200 9275
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_06.png HTTP/1.1" 200 3933
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_03.png HTTP/1.1" 200 3256
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_01.png HTTP/1.1" 200 7318
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_04.png HTTP/1.1" 200 3861
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/advantage_2_05.png HTTP/1.1" 200 4532
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/img/banner/arrow_left.png HTTP/1.1" 200 1089
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/Joinustxt.png HTTP/1.1" 200 5725
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/indexbanner_1.jpg HTTP/1.1" 200 168425
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/img/banner/arrow_right.png HTTP/1.1" 200 1093
192.168.1.129 - - [13/Mar/2016:22:13:31 +0800] "GET /wxbsite4.0/wxb/images/security.png HTTP/1.1" 200 42207
192.168.1.129 - - [13/Mar/2016:22:13:39 +0800] "POST /wxbsite4.0/cust/login HTTP/1.1" 200 17
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/cust/index HTTP/1.1" 200 17631
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/font.css HTTP/1.1" 200 382
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/font-awesome.min.css HTTP/1.1" 200 22119
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/bootstrap.min.css HTTP/1.1" 200 96273
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/ace-rtl.min.css HTTP/1.1" 200 36873
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/jquery-ui-1.10.3.custom.min.css HTTP/1.1" 200 2798
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/ace.min.css HTTP/1.1" 200 271482
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/css/jquery.gritter.css HTTP/1.1" 200 1954
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/public.js HTTP/1.1" 200 34187
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/publics.js HTTP/1.1" 200 5953
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/table.js HTTP/1.1" 200 12149
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/vdata.js HTTP/1.1" 200 12730
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/css/public.css HTTP/1.1" 200 4843
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/prompt/skin/sblue/ymPrompt.css HTTP/1.1" 200 2367
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/prompt/ymPrompt.js HTTP/1.1" 200 7065
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/jquery-2.0.3.min.js HTTP/1.1" 200 83612
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/ace-extra.min.js HTTP/1.1" 200 5964
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/bootstrap.min.js HTTP/1.1" 200 27731
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/jquery.gritter.min.js HTTP/1.1" 200 4248
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/ace-elements.min.js HTTP/1.1" 200 18548
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/ace.min.js HTTP/1.1" 200 8260
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/jquery.ui.touch-punch.min.js HTTP/1.1" 200 1190
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/typeahead-bs2.min.js HTTP/1.1" 200 8653
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/bootbox.min.js HTTP/1.1" 200 8373
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/script/My97DatePicker/WdatePicker.js HTTP/1.1" 200 10235
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 200 92937
192.168.1.129 - - [13/Mar/2016:22:13:40 +0800] "GET /wxbsite4.0/customer/assets/avatars/user.jpg HTTP/1.1" 200 1191
192.168.1.129 - - [13/Mar/2016:22:13:41 +0800] "GET /wxbsite4.0/script/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 200 192
192.168.1.129 - - [13/Mar/2016:22:13:41 +0800] "GET /wxbsite4.0/customer/assets/font/fontawesome-webfont.woff HTTP/1.1" 200 43572
192.168.1.129 - - [13/Mar/2016:22:13:41 +0800] "GET /wxbsite4.0/customer/assets/font/fontawesome-webfont.woff?v=3.2.1 HTTP/1.1" 200 43572
192.168.1.129 - - [13/Mar/2016:22:13:46 +0800] "GET /wxbsite4.0/cust/goods/list HTTP/1.1" 200 22156
192.168.1.129 - - [13/Mar/2016:22:14:36 +0800] "GET /wxbsite4.0/cust/report/good HTTP/1.1" 200 18265
192.168.1.129 - - [13/Mar/2016:22:14:40 +0800] "GET /wxbsite4.0/cust/report/good HTTP/1.1" 200 18265
192.168.1.129 - - [13/Mar/2016:22:15:03 +0800] "GET /wxbsite4.0/cust/order/count/1 HTTP/1.1" 200 22282
192.168.1.129 - - [13/Mar/2016:22:15:13 +0800] "GET /wxbsite4.0/cust/order/money HTTP/1.1" 200 29140
192.168.1.129 - - [13/Mar/2016:22:15:15 +0800] "GET /wxbsite4.0/cust/order/count/3 HTTP/1.1" 200 23908
192.168.1.129 - - [13/Mar/2016:22:15:18 +0800] "GET /wxbsite4.0/cust/order/count/2 HTTP/1.1" 200 19261
192.168.1.129 - - [13/Mar/2016:22:15:20 +0800] "GET /wxbsite4.0/cust/order/count/1 HTTP/1.1" 200 22282
192.168.1.129 - - [13/Mar/2016:22:15:23 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/icons/alert.gif HTTP/1.1" 200 1449
192.168.1.129 - - [13/Mar/2016:22:15:26 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/icons/confirm.gif HTTP/1.1" 200 1909
192.168.1.129 - - [13/Mar/2016:22:15:37 +0800] "GET /wxbsite4.0/cust/order/paylog HTTP/1.1" 200 17982
192.168.1.129 - - [13/Mar/2016:22:15:40 +0800] "GET /wxbsite4.0/cust/order/money HTTP/1.1" 200 29140
192.168.1.129 - - [13/Mar/2016:22:15:47 +0800] "POST /wxbsite4.0/cust/order/money HTTP/1.1" 200 21501
192.168.1.129 - - [13/Mar/2016:22:15:49 +0800] "POST /wxbsite4.0/cust/order/money HTTP/1.1" 200 28929
192.168.1.129 - - [13/Mar/2016:22:15:50 +0800] "POST /wxbsite4.0/cust/order/money HTTP/1.1" 200 29140
192.168.1.129 - - [13/Mar/2016:22:15:55 +0800] "POST /wxbsite4.0/cust/order/money HTTP/1.1" 200 21501
192.168.1.129 - - [13/Mar/2016:22:16:09 +0800] "GET /wxbsite4.0/cust/order/count/3 HTTP/1.1" 200 23908
192.168.1.129 - - [13/Mar/2016:22:16:11 +0800] "GET /wxbsite4.0/cust/order/count/2 HTTP/1.1" 200 19261
192.168.1.129 - - [13/Mar/2016:22:16:13 +0800] "GET /wxbsite4.0/cust/order/count/1 HTTP/1.1" 200 22282
192.168.1.129 - - [13/Mar/2016:22:16:21 +0800] "POST /wxbsite4.0/cust/order/check HTTP/1.1" 200 4
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/cust/order/count/1 HTTP/1.1" 200 19450
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/bootstrap.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/font-awesome.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/ace.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/font.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/ace-rtl.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/jquery-ui-1.10.3.custom.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/css/jquery.gritter.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/prompt/ymPrompt.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/prompt/skin/sblue/ymPrompt.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/table.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/css/public.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/ace-extra.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/publics.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/jquery-2.0.3.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/bootstrap.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/typeahead-bs2.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/public.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/vdata.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/bootbox.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/jquery.gritter.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/ace-elements.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/js/ace.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/My97DatePicker/WdatePicker.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/lhgdialog/lhgdialog.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/customer/assets/avatars/user.jpg HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/default.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:22 +0800] "GET /wxbsite4.0/script/lhgdialog/skins/icons/loading.gif HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:24 +0800] "GET /wxbsite4.0/cust/order/count/2 HTTP/1.1" 200 22103
192.168.1.129 - - [13/Mar/2016:22:16:31 +0800] "POST /wxbsite4.0/cust/order/check HTTP/1.1" 200 4
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/cust/order/count/2 HTTP/1.1" 200 19261
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/bootstrap.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/font-awesome.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/font.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/ace.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/ace-rtl.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/jquery-ui-1.10.3.custom.min.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/css/public.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/prompt/skin/sblue/ymPrompt.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/css/jquery.gritter.css HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/prompt/ymPrompt.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/publics.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/js/jquery-2.0.3.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/vdata.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/public.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/script/table.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/js/ace-extra.min.js HTTP/1.1" 304 -
192.168.1.129 - - [13/Mar/2016:22:16:32 +0800] "GET /wxbsite4.0/customer/assets/js/bootstrap.min.js HTTP/1.1" 304 -
